lastSaleTime,MSFT,AAPL,AMZN,GOOGL,BABA,FB,BRK.A,JNJ,WMT,V,PG,JPM,TSM,MA,INTC,VZ,UNH,T,MRK,HD,NVS,KO,PFE,BAC,PEP,DIS,XOM,CSCO,TM,CHL,NFLX,ORCL,CMCSA,NVDA,ADBE,CVX,ABT,RDS.A,LLY,COST,BMY,SAP,NKE,AMGN,CRM,MCD,MDT,AZN,PM,TMO
1586356281.934974,164.35,263.1,2018.54,1188.68,195.8,168.39,0,138.135,121.16,170.75,113.025,91.22,49.86,264.03,58.385,57.015,249.37,29.345,78.99,193.775,84.57,46.605,33.665,22.685,130.53,99.175,41.945,41.285,121.84,39.56,371.92,51.825,37.19,262.79,309.39,82.375,81.945,37.38,141.735,304.29,56.83,113.515,84.43,209.5,146.51,176.44,96.2,43.16,75.08,292.11
1586356342.14617,164.48,263.075,2018.715,1187.6,195.8,168.55,0,138.14,121.16,170.45,113.205,91.22,49.9,262.98,58.33,56.99,249.75,29.345,78.96,193.525,84.57,46.6,33.635,22.695,130.63,99.425,41.93,41.24,121.91,39.56,371.23,51.895,37.22,263.065,309.6,82.48,81.88,37.38,141.735,304.12,56.74,113.31,84.4,209.47,146.44,176.28,96.175,43.12,75.14,292.49
1586356402.347255,164.69,263.555,2018.395,1190.14,196.13,168.93,0,138.14,121.16,171.005,113.25,91.39,49.9,263.88,58.47,57.055,249.725,29.355,79.09,194.135,84.57,46.65,33.635,22.74,130.63,99.815,42.085,41.315,121.91,39.56,371.23,51.96,37.285,263.85,309.61,82.63,81.95,37.38,141.64,304.3,56.83,113.31,84.4,209.47,146.535,176.28,96.27,43.14,75.31,293.16
1586356462.553433,164.64,263.715,2018.255,1190.14,196.23,168.95,0,138.315,121.17,170.93,113.03,91.45,49.9,263.89,58.47,56.995,249.69,29.335,79.02,194.135,84.55,46.615,33.605,22.73,130.67,99.84,42.085,41.345,121.91,39.56,371.945,51.98,37.255,263.605,309.63,82.63,81.95,37.48,141.64,304.06,56.755,113.31,84.615,209.47,146.61,176.28,96.27,43.14,75.31,292.905
1586356522.790274,164.64,263.81,2018.275,1190.14,196.24,169.28,0,138.315,121.08,171.04,112.88,91.49,49.94,263.81,58.515,56.955,249.69,29.325,79.02,194.06,84.56,46.615,33.625,22.755,130.55,99.76,42.015,41.405,121.91,39.56,371.77,52.08,37.235,263.69,309.43,82.7,81.97,37.48,141.69,303.96,56.83,113.47,84.55,209.47,146.77,176.88,96.305,43.13,75.39,292.36
1586356582.976549,164.34,263.71,2018.5,1190.31,196.01,169.15,0,138.14,120.92,171.215,112.765,91.29,49.94,263.88,58.43,56.935,249.66,29.255,78.97,193.865,84.54,46.57,33.61,22.73,130.34,99.82,41.965,41.38,121.91,39.56,371.77,52.095,37.23,263.21,309.165,82.615,81.89,37.54,141.69,303.72,56.76,113.515,84.55,209.47,146.565,176.68,96.15,43.13,75.38,292.035
1586356643.193737,164.43,263.6,2017.11,1189.44,195.91,169.285,0,138.03,121.17,170.955,112.99,91.38,49.925,263.205,58.445,56.885,248.9,29.265,78.87,193.33,84.54,46.6,33.595,22.745,130.27,99.72,41.96,41.38,121.91,39.56,369.76,51.885,37.215,263.08,309.045,82.73,81.88,37.475,141.69,303.72,56.655,113.32,84.41,209.47,146.61,176.78,96.085,43.13,75.38,292.035
1586356703.398645,164.33,263.6,2017.86,1191.29,195.91,169.2,0,138.14,121.17,170.93,113.0,91.38,49.91,263.365,58.465,56.915,248.925,29.285,78.915,193.325,84.54,46.62,33.605,22.745,130.43,99.76,41.84,41.39,121.91,39.56,370.25,51.885,37.215,263.36,309.425,82.42,81.925,37.42,141.69,303.59,56.65,113.32,84.45,209.47,146.69,176.78,96.435,43.13,75.27,292.375
1586356763.618025,164.35,263.57,2017.86,1191.1,196.04,169.135,0,137.95,121.215,171.1,113.065,91.24,49.925,263.2,58.4,56.925,248.835,29.255,79.02,193.2,84.54,46.605,33.62,22.735,130.415,99.61,41.83,41.345,121.91,39.595,371.005,51.82,37.17,263.485,309.25,82.31,81.91,37.32,141.69,303.58,56.62,113.34,84.56,209.47,146.525,176.21,96.41,43.13,75.34,292.16
1586356823.833415,164.37,263.62,2017.86,1190.48,196.07,169.125,0,137.95,121.15,171.01,113.2,91.18,49.93,263.485,58.385,56.91,248.5,29.235,79.06,192.975,84.54,46.605,33.66,22.745,130.31,99.695,41.83,41.3,121.91,39.595,371.57,51.795,37.17,263.485,309.26,82.145,81.95,37.26,141.69,303.58,56.69,113.27,84.42,209.47,146.48,176.31,96.41,43.13,75.35,291.905
1586356884.040495,164.52,263.95,2017.14,1190.77,196.15,169.29,0,138.22,121.48,171.34,113.46,91.25,49.94,263.96,58.49,56.845,248.555,29.215,79.1,192.975,84.54,46.63,33.675,22.745,130.31,99.635,41.835,41.275,121.91,39.595,371.57,51.795,37.22,264.2,309.465,82.0,81.92,37.22,141.69,303.74,56.69,113.23,84.45,209.47,146.57,176.45,96.21,43.13,75.38,291.485
1586356944.268914,164.23,263.95,2015.23,1188.96,196.1,169.0,0,138.22,121.48,171.1,113.39,90.89,49.94,263.635,58.325,56.78,248.555,29.165,78.97,192.555,84.54,46.55,33.615,22.725,130.31,99.43,41.64,41.18,121.91,39.595,370.87,51.725,37.18,263.44,309.29,81.59,81.905,37.08,141.75,303.44,56.66,113.23,84.45,209.47,146.33,176.19,96.05,43.13,75.22,291.12
1586357004.477206,164.05,263.165,2014.15,1188.96,195.77,169.115,0,138.0,121.35,170.75,113.36,90.88,49.85,263.43,58.26,56.73,248.025,29.13,78.835,192.61,84.54,46.54,33.61,22.73,130.2,99.3,41.59,41.155,121.91,39.595,371.24,51.68,37.105,262.8,308.685,81.78,81.825,37.04,141.615,303.3,56.61,113.02,84.16,209.47,146.065,175.69,96.01,43.13,75.08,291.08
1586357064.691873,164.205,263.285,2014.98,1189.71,195.83,169.285,0,137.88,121.285,170.95,113.32,90.905,49.85,263.72,58.225,56.715,248.28,29.15,78.81,192.725,84.54,46.53,33.61,22.725,130.205,99.405,41.635,41.135,121.91,39.595,371.24,51.645,37.105,263.24,308.84,82.05,81.825,37.085,141.515,303.0,56.53,113.02,84.155,209.47,146.28,175.58,95.96,43.13,75.08,291.28
1586357124.899586,164.17,263.37,2014.315,1189.72,196.12,169.27,0,138.025,121.085,171.06,113.24,90.95,49.85,264.24,58.2,56.75,248.28,29.175,78.85,192.725,84.44,46.625,33.585,22.75,130.205,99.405,41.62,41.145,121.915,39.595,371.69,51.665,37.095,263.36,308.81,81.99,81.82,37.08,141.515,302.65,56.53,113.02,84.155,209.47,146.28,175.69,96.07,43.13,75.12,291.0
1586357185.152337,164.325,263.505,2016.065,1190.98,196.045,169.25,0,137.88,121.225,171.42,113.42,91.095,49.85,264.93,58.235,56.835,249.09,29.205,78.805,192.94,84.46,46.635,33.59,22.775,130.45,99.535,41.7,41.245,121.915,39.595,371.69,51.73,37.145,263.63,308.94,81.99,81.82,37.145,141.515,302.955,56.53,113.3,84.155,209.47,146.53,176.0,96.07,43.13,75.26,291.01
1586357245.362106,164.46,263.66,2016.265,1192.1,196.01,169.155,0,138.01,121.4,171.26,113.48,91.095,49.85,264.575,58.235,56.905,249.0,29.225,78.83,192.94,84.46,46.61,33.6,22.755,130.5,99.76,41.7,41.265,121.915,39.595,371.165,51.605,37.155,263.65,309.185,82.18,81.935,37.15,141.575,303.18,56.5,113.345,84.155,209.47,146.53,176.0,96.31,43.13,75.26,291.01
1586357305.603551,164.535,263.425,2016.265,1192.01,195.965,169.22,0,138.01,121.49,171.26,113.6,91.105,49.98,265.215,58.21,56.89,249.0,29.225,78.845,192.94,84.46,46.585,33.62,22.745,130.5,99.76,41.7,41.265,121.915,39.595,371.13,51.675,37.18,263.62,309.5,82.285,81.935,37.1,141.575,303.15,56.56,113.335,84.155,209.47,146.67,176.045,96.36,43.13,75.37,290.79
1586357365.814432,164.57,263.425,2016.355,1192.615,195.99,169.365,0,137.935,121.44,171.26,113.485,91.105,49.995,265.05,58.22,56.835,248.765,29.23,78.88,192.94,84.57,46.57,33.635,22.76,130.5,99.725,41.61,41.235,121.915,39.595,371.13,51.635,37.17,263.6,309.085,82.185,81.935,37.055,141.575,303.15,56.56,113.35,84.155,209.47,146.59,176.06,96.28,43.13,75.415,290.785
1586357426.013748,164.87,263.83,2016.39,1193.05,196.29,169.51,0,138.025,121.485,171.775,113.68,91.42,50.0,265.5,58.305,56.885,249.355,29.285,79.04,193.965,84.67,46.61,33.7,22.795,130.75,99.62,41.67,41.365,121.915,39.595,371.13,51.73,37.25,264.435,309.46,82.19,82.3,37.055,141.575,303.55,56.52,113.4,84.53,210.605,146.615,175.96,96.335,43.13,75.45,290.72
1586357486.226637,164.86,263.93,2019.99,1195.25,196.31,170.03,0,138.055,121.61,171.92,113.73,91.63,50.075,265.86,58.235,56.905,249.765,29.28,79.12,194.12,84.67,46.675,33.73,22.825,130.75,100.13,41.715,41.415,121.915,39.595,372.5,51.71,37.31,264.61,309.295,82.29,82.3,37.055,142.27,303.55,56.67,113.61,84.6,210.81,146.955,176.635,96.45,43.13,75.45,291.03
1586357546.468072,164.77,264.08,2019.235,1195.25,196.27,169.91,0,137.9,121.685,171.945,113.76,91.56,50.075,266.44,58.22,56.89,249.75,29.32,79.1,193.83,84.67,46.615,33.71,22.795,130.86,100.0,41.755,41.4,121.915,39.595,372.24,51.71,37.385,264.55,309.425,82.36,82.18,37.055,142.21,303.55,56.68,113.61,84.625,210.655,146.92,176.635,96.285,43.13,75.53,290.945
1586357606.670977,164.91,263.97,2019.235,1195.21,196.26,170.15,0,137.97,121.685,171.93,113.74,91.5,50.07,265.7,58.115,56.885,250.08,29.32,79.19,193.975,84.73,46.605,33.675,22.78,130.86,100.11,41.73,41.39,121.915,39.595,372.295,51.67,37.3,264.55,309.785,82.3,82.18,37.055,142.21,303.55,56.695,113.59,84.61,211.0,147.075,176.1,96.35,43.13,75.5,290.83
1586357666.909549,165.0,264.3,2019.33,1196.2,196.365,170.12,0,138.07,121.425,172.01,113.66,91.595,50.07,265.96,58.125,56.815,250.195,29.335,79.18,194.405,84.76,46.575,33.72,22.805,130.685,100.28,41.775,41.465,121.915,39.595,372.47,51.67,37.305,264.44,310.12,82.31,82.18,37.09,142.21,303.7,56.745,113.59,84.82,211.35,147.225,176.09,96.29,43.13,75.5,291.085
1586357727.133765,164.745,264.05,2019.33,1195.72,196.4,169.89,0,137.94,121.44,171.76,113.58,91.425,50.045,265.845,58.1,56.82,249.725,29.295,79.1,194.27,84.76,46.56,33.665,22.78,130.685,100.115,41.67,41.455,121.915,39.595,372.27,51.62,37.28,264.25,309.82,82.25,82.01,37.09,142.21,303.55,56.685,113.59,84.85,210.74,147.14,175.31,96.185,43.13,75.37,290.755
1586357787.334502,164.87,264.155,2019.33,1195.72,196.245,170.015,0,137.83,121.44,171.62,113.775,91.415,50.055,265.38,58.075,56.81,249.765,29.315,79.135,194.27,84.53,46.555,33.665,22.775,130.46,100.295,41.69,41.425,121.915,39.595,372.385,51.655,37.31,263.775,310.055,82.1,82.02,37.02,142.21,303.555,56.675,113.59,84.885,210.74,147.05,175.35,96.17,43.13,75.37,291.005
1586357847.619628,164.75,263.905,2019.33,1195.72,196.21,169.82,0,137.805,121.44,171.97,113.87,91.3,50.055,265.515,58.025,56.755,249.96,29.305,79.07,194.005,84.55,46.57,33.625,22.755,130.44,100.01,41.665,41.385,121.915,39.595,372.32,51.615,37.3,263.66,309.98,82.07,82.02,37.02,142.21,303.555,56.645,113.44,84.75,210.74,146.95,175.035,96.065,43.13,75.32,291.09
1586357907.831794,165.01,264.53,2020.12,1196.51,196.27,170.17,0,137.85,121.47,172.09,113.87,91.49,50.075,265.66,58.135,56.825,250.37,29.345,79.12,194.005,84.55,46.625,33.675,22.835,130.305,100.28,41.8,41.485,121.915,39.595,372.82,51.71,37.365,264.15,310.33,82.36,82.02,37.13,142.21,303.61,56.795,113.67,84.92,210.69,146.95,175.5,96.23,43.13,75.32,291.335
1586357968.033049,165.205,264.665,2020.55,1196.36,196.33,170.35,0,138.06,121.51,172.45,113.86,91.715,50.085,266.1,58.14,56.79,250.37,29.335,79.3,194.455,84.73,46.6,33.715,22.855,130.23,100.34,41.86,41.475,121.915,39.595,373.105,51.705,37.425,264.315,310.435,82.66,82.02,37.13,142.305,303.93,56.92,113.67,85.05,210.99,147.43,175.75,96.23,43.105,75.32,291.535
1586358028.276905,165.225,264.665,2020.075,1196.955,196.37,169.88,0,138.075,121.56,172.54,114.01,91.75,50.125,266.375,58.145,56.795,251.31,29.365,79.365,194.33,84.73,46.64,33.74,22.865,130.345,100.58,41.925,41.455,121.915,39.595,373.17,51.775,37.475,263.91,310.26,82.54,82.02,37.17,142.305,304.155,56.945,113.67,85.07,210.99,147.41,175.77,96.34,43.13,75.32,291.24
1586358088.490986,165.13,264.665,2019.665,1196.14,196.275,170.25,0,138.375,121.62,172.375,113.94,91.65,50.14,266.02,58.245,56.765,251.31,29.34,79.32,194.38,84.73,46.645,33.735,22.815,130.535,100.56,41.9,41.45,121.915,39.595,373.01,51.81,37.395,264.01,310.22,82.54,82.09,37.14,142.36,304.97,56.85,113.83,84.955,210.99,147.47,175.77,96.195,43.13,75.32,291.64
1586358148.699739,165.06,264.86,2020.4,1197.58,196.42,170.25,0,138.32,121.62,172.465,114.035,91.63,50.15,266.02,58.31,56.76,251.31,29.325,79.305,194.465,84.73,46.755,33.705,22.815,130.54,100.61,41.9,41.485,121.915,39.595,374.32,51.94,37.385,263.955,310.2,82.52,82.0,37.14,142.29,304.97,56.9,113.97,84.88,211.175,147.53,175.98,96.265,43.04,75.45,292.035
1586358208.91594,165.0,264.86,2020.385,1196.625,196.375,170.08,0,138.185,121.62,172.465,113.78,91.58,50.16,266.31,58.39,56.75,251.31,29.315,79.3,194.255,84.73,46.675,33.675,22.805,130.66,100.695,41.87,41.44,121.915,39.595,373.9,51.995,37.345,263.78,310.34,82.4,81.955,37.1,142.205,304.79,56.83,113.97,84.865,211.39,147.505,175.98,96.27,43.03,75.17,291.725
1586358269.124297,164.905,264.86,2020.35,1195.725,196.31,170.11,0,137.995,121.645,172.335,113.48,91.47,50.155,266.04,58.25,56.75,251.31,29.34,79.29,194.535,84.68,46.62,33.66,22.795,130.52,100.6,41.885,41.385,122.06,39.595,373.9,52.005,37.335,263.63,310.19,82.44,81.955,37.14,142.115,304.63,56.77,113.97,84.865,211.39,147.53,176.48,96.21,43.03,75.175,291.645
1586358329.513003,164.935,264.435,2019.655,1195.03,196.31,169.92,0,137.995,121.645,172.05,113.455,91.49,50.155,265.61,58.195,56.775,250.505,29.345,79.355,194.145,84.68,46.655,33.665,22.79,130.435,100.71,41.885,41.4,122.21,39.675,373.99,52.045,37.325,263.4,310.24,82.48,81.885,37.125,142.115,304.52,56.78,113.97,84.68,211.28,147.66,176.29,96.195,42.99,75.12,292.125
1586358389.716996,164.625,264.185,2019.655,1194.905,196.1,169.7,0,137.99,121.645,172.08,113.38,91.62,50.08,265.075,58.145,56.74,249.64,29.305,79.315,193.89,84.68,46.695,33.64,22.81,130.435,100.51,41.88,41.4,122.21,39.675,373.99,51.97,37.275,263.03,309.74,82.41,81.95,37.125,142.29,303.94,56.785,113.73,84.745,211.28,147.66,176.05,96.13,42.99,75.12,291.95
1586358449.91559,164.5,263.985,2017.0,1194.905,195.9,169.49,0,137.99,121.645,172.08,113.385,91.62,49.965,265.075,58.14,56.775,249.42,29.31,79.295,193.7,84.68,46.695,33.615,22.805,130.435,100.45,41.87,41.295,121.91,39.675,373.31,51.97,37.255,262.31,309.74,82.345,81.95,37.12,142.29,303.94,56.775,113.73,84.52,211.28,147.84,175.71,96.1,42.99,75.12,291.585
1586358510.11052,164.53,264.18,2016.89,1195.25,195.86,169.565,0,137.99,121.645,172.12,113.425,91.62,50.0,265.35,58.155,56.785,249.42,29.31,79.29,193.67,84.68,46.775,33.625,22.825,130.37,100.48,41.87,41.345,121.91,39.675,373.71,52.02,37.245,262.58,310.13,82.345,81.95,37.16,142.29,303.94,56.815,113.73,84.575,211.135,147.88,175.99,96.1,42.99,75.12,291.72
1586358570.327401,164.55,264.505,2018.07,1194.37,195.86,169.8,0,137.99,121.645,172.375,113.64,91.78,50.055,265.2,58.2,56.855,249.32,29.42,79.33,193.94,84.47,46.85,33.645,22.865,130.37,100.39,41.87,41.39,121.91,39.675,373.71,52.025,37.255,262.91,310.26,82.845,82.09,37.2,142.24,304.35,56.86,113.73,84.575,211.135,148.065,175.99,96.12,42.9,75.12,292.365
1586358630.625551,164.59,264.31,2017.03,1194.37,195.86,169.86,0,138.185,121.55,172.36,113.625,91.89,50.055,265.5,58.175,56.86,249.93,29.425,79.35,193.72,84.485,46.805,33.655,22.85,130.37,100.39,42.045,41.375,121.91,39.675,374.29,51.99,37.255,262.88,310.35,82.895,82.09,37.19,142.24,304.15,56.875,113.73,84.56,211.135,147.98,176.19,96.11,42.9,75.28,292.31
1586358690.77417,164.705,264.49,2017.495,1196.185,195.81,169.89,0,138.235,121.52,172.485,113.82,92.0,50.11,265.27,58.19,56.93,250.09,29.44,79.345,194.155,84.485,46.825,33.675,22.905,130.37,100.35,42.135,41.41,121.91,39.675,374.4,52.11,37.31,263.47,310.66,83.085,82.15,37.31,142.32,304.535,56.96,113.73,84.65,211.135,148.115,176.19,96.14,42.9,75.46,292.77
1586358750.957347,164.965,265.0,2019.935,1196.185,195.955,170.215,0,138.21,121.52,172.965,113.88,92.085,50.11,265.94,58.315,56.935,250.09,29.41,79.44,194.47,84.485,46.82,33.745,22.92,130.76,100.83,42.135,41.41,121.91,39.675,374.14,52.12,37.335,263.36,310.68,83.24,82.315,37.36,142.36,304.84,57.02,113.73,84.91,211.135,148.09,176.86,96.14,42.9,75.59,293.065
1586358811.161953,164.905,264.98,2019.935,1196.185,196.14,170.34,0,138.21,121.52,173.01,114.06,92.085,50.11,265.955,58.415,56.945,250.09,29.415,79.49,194.545,84.485,46.865,33.76,22.875,131.0,100.95,42.24,41.395,121.91,39.675,374.14,52.06,37.335,263.95,310.605,83.21,82.32,37.38,142.365,304.84,57.075,113.775,84.91,211.135,148.08,177.38,96.75,42.9,75.61,292.87
1586358871.36186,164.95,264.885,2019.075,1196.185,196.04,170.27,0,138.2,121.52,173.055,114.195,92.125,50.11,265.79,58.335,56.88,250.09,29.385,79.5,194.515,84.62,46.835,33.785,22.845,130.9,100.95,42.21,41.38,121.91,39.675,374.14,52.06,37.335,264.02,309.975,83.395,82.32,37.38,142.365,304.84,57.07,113.775,84.91,211.135,148.145,177.38,96.77,42.9,75.65,293.155
1586358931.543571,164.825,264.91,2019.59,1195.5,196.0,170.21,0,138.145,121.52,172.935,114.24,92.17,50.225,265.57,58.365,56.89,250.14,29.345,79.485,194.545,84.62,46.82,33.77,22.86,130.9,100.735,42.13,41.355,121.91,39.675,373.615,52.06,37.315,264.055,310.105,83.19,82.29,37.38,142.365,304.84,56.975,113.775,84.87,211.365,148.025,177.38,96.855,42.9,75.69,293.575
1586358991.789633,164.925,264.985,2019.59,1197.15,196.0,170.8,0,138.24,121.85,172.935,114.29,92.295,50.225,265.57,58.37,56.9,250.56,29.35,79.43,194.525,84.73,46.81,33.795,22.89,131.0,100.9,42.2,41.41,121.91,39.675,373.86,52.06,37.305,264.715,310.16,83.265,82.195,37.38,142.365,304.9,56.935,113.775,84.87,211.365,148.215,176.89,97.09,42.9,75.655,293.39
1586359052.007677,164.85,264.985,2019.415,1196.92,196.2,170.54,0,138.2,121.85,172.935,114.425,92.295,50.235,265.705,58.46,56.865,250.84,29.35,79.46,194.525,84.73,46.805,33.815,22.91,131.0,100.86,42.165,41.375,121.91,39.675,373.045,52.125,37.3,264.73,309.89,83.34,82.27,37.28,142.765,304.91,56.92,113.775,84.87,211.365,148.66,176.89,97.02,42.9,75.57,293.35
1586359112.21596,164.88,264.995,2019.415,1196.62,196.2,170.665,0,138.505,121.99,173.145,114.41,92.315,50.205,265.83,58.48,56.965,250.84,29.375,79.58,194.66,84.75,46.825,33.835,22.925,131.0,100.72,42.155,41.41,121.91,39.675,372.76,52.14,37.285,264.49,309.9,83.37,82.27,37.265,142.765,304.91,56.93,113.95,84.89,211.39,148.815,176.89,97.005,42.9,75.57,293.57
1586359172.421851,164.83,264.98,2019.415,1197.05,196.02,170.55,0,138.565,121.99,173.145,114.635,92.42,50.24,265.94,58.485,56.925,250.505,29.4,79.585,194.66,84.75,46.795,33.875,22.94,131.0,100.795,42.215,41.415,121.91,39.675,373.22,52.14,37.275,264.63,309.9,83.35,82.27,37.29,142.765,304.91,56.915,113.95,84.96,211.39,148.8,177.1,96.92,42.9,75.64,294.17
1586359232.62374,165.0,265.0,2019.72,1196.52,196.04,170.49,0,138.68,122.16,173.04,114.66,92.45,50.27,265.58,58.47,56.95,250.505,29.395,79.66,194.87,84.795,46.83,33.885,22.945,131.28,100.94,42.21,41.425,121.91,39.675,373.22,52.205,37.295,265.125,310.13,83.4,82.31,37.29,142.765,305.18,57.055,113.95,84.96,211.385,148.92,176.98,96.995,42.9,75.67,294.29
1586359292.833677,164.985,265.11,2020.53,1196.52,196.21,170.64,0,138.92,122.23,173.46,114.855,92.4,50.27,266.045,58.68,57.01,252.18,29.435,79.74,195.3,84.88,46.845,33.925,22.95,131.42,101.07,42.27,41.45,121.91,39.675,373.13,52.22,37.345,265.33,310.04,83.8,82.31,37.31,143.15,305.18,57.09,114.25,85.16,211.385,149.01,177.47,97.12,42.9,75.83,294.285
1586359353.041587,165.065,265.12,2020.53,1196.52,195.99,170.56,0,138.83,122.23,173.48,114.855,92.48,50.325,266.58,58.665,57.015,252.03,29.445,79.765,195.13,84.88,46.815,33.915,22.955,131.25,101.06,42.25,41.41,121.91,39.675,373.07,52.25,37.395,265.195,310.0,83.47,82.31,37.31,143.15,305.57,57.09,114.25,85.17,211.385,149.02,177.35,96.95,42.9,75.705,294.415
1586359413.246205,165.315,265.03,2020.53,1198.09,196.23,170.57,0,138.91,122.23,173.53,114.72,92.465,50.325,266.65,58.73,57.055,252.35,29.485,79.775,195.62,84.925,46.79,34.0,22.97,131.25,101.18,42.295,41.48,121.91,39.675,373.07,52.25,37.42,265.35,310.15,83.5,82.31,37.295,143.15,305.67,57.18,114.25,85.2,211.385,149.02,177.47,97.125,42.9,75.705,294.415
1586359473.480739,165.11,265.05,2022.43,1198.09,196.11,170.61,0,138.875,122.23,173.44,114.56,92.445,50.325,266.435,58.62,56.955,252.25,29.435,79.83,195.39,84.925,46.77,33.945,22.95,131.25,101.155,42.215,41.425,121.91,39.675,373.58,52.17,37.375,265.0,310.075,83.41,82.625,37.26,143.15,305.26,57.115,114.25,85.17,211.385,149.22,177.185,97.03,43.165,75.63,294.52
1586359533.696529,165.135,264.76,2022.995,1197.29,196.23,170.55,0,138.885,122.23,173.31,114.525,92.45,50.305,266.17,58.64,56.965,252.325,29.445,79.81,195.15,84.9,46.74,33.915,22.965,131.2,101.15,42.255,41.43,121.91,39.675,373.58,52.165,37.38,265.27,309.895,83.51,82.66,37.31,143.11,305.26,57.16,114.25,85.16,211.385,149.195,177.185,97.09,43.165,75.63,294.485
1586359594.075496,165.555,264.97,2022.995,1200.0,196.385,170.735,0,139.225,122.23,173.31,114.645,92.58,50.34,266.17,58.74,57.045,252.15,29.515,79.81,195.6,85.13,46.8,33.945,22.995,131.42,101.245,42.26,41.51,121.91,39.675,373.58,52.24,37.405,265.79,309.865,83.69,82.75,37.32,143.24,305.0,57.185,114.39,85.4,211.385,149.395,177.185,97.2,43.31,75.55,295.23
1586359654.290392,165.46,265.09,2024.0,1200.07,196.435,170.83,0,139.35,122.15,173.66,114.765,92.56,50.355,267.09,58.735,57.065,252.325,29.525,79.95,195.6,85.1,46.82,33.99,22.975,131.42,101.39,42.215,41.485,121.91,39.675,373.58,52.2,37.455,265.71,309.7,83.74,82.75,37.385,143.24,305.0,57.225,114.37,85.4,211.385,149.525,178.13,97.11,43.31,75.67,295.13
1586359714.511739,165.31,265.09,2023.545,1198.8,196.07,170.71,0,139.08,122.07,173.66,114.6,92.58,50.335,267.08,58.685,57.02,251.9,29.485,79.84,195.715,85.0,46.825,33.96,22.965,131.345,101.21,42.175,41.5,121.91,39.675,374.23,52.23,37.415,265.785,309.85,83.87,82.625,37.365,143.24,305.0,57.155,114.34,85.4,211.345,149.56,177.475,97.015,43.33,75.63,294.6
1586359774.715165,165.4,265.395,2023.545,1199.41,196.12,170.835,0,139.18,122.05,173.63,114.625,92.58,50.365,266.88,58.685,56.985,252.07,29.515,79.82,195.65,84.91,46.825,33.93,22.975,131.345,101.25,42.175,41.525,121.91,39.675,373.67,52.27,37.46,266.2,309.93,83.835,82.71,37.365,143.01,304.81,57.195,114.39,85.345,211.345,149.465,177.54,96.98,43.35,75.6,294.26
1586359834.932553,165.54,265.65,2024.49,1199.41,196.25,170.835,0,139.27,122.04,173.39,114.68,92.63,50.38,267.11,58.77,56.975,252.94,29.505,79.82,195.61,85.05,46.845,33.92,23.035,131.385,101.47,42.26,41.59,121.91,39.93,373.67,52.35,37.51,266.1,309.71,83.665,82.74,37.345,142.99,304.81,57.255,114.39,85.37,211.345,149.41,177.88,97.015,43.35,75.6,294.14
1586359895.165461,165.39,265.28,2024.49,1199.41,196.15,170.835,0,139.285,122.0,173.12,114.605,92.65,50.34,266.67,58.72,56.955,252.83,29.495,79.76,195.65,85.05,46.77,33.91,23.005,131.105,101.34,42.19,41.555,121.91,39.925,373.67,52.29,37.465,265.61,309.54,83.665,82.74,37.375,142.7,304.98,57.215,114.39,85.37,211.345,149.21,177.88,97.025,43.35,75.6,293.915
1586359955.369032,165.36,265.23,2022.91,1199.77,196.055,170.65,0,139.26,122.0,172.83,114.645,92.5,50.375,266.66,58.73,56.93,253.12,29.485,79.77,195.635,84.995,46.74,33.89,22.985,131.12,101.21,42.165,41.555,121.91,39.925,373.67,52.31,37.49,265.61,309.835,83.665,82.74,37.375,142.7,304.87,57.185,114.39,85.37,211.345,149.34,177.39,97.01,43.35,75.6,294.205
1586360015.577361,165.39,265.275,2022.91,1199.16,196.02,170.61,0,139.42,122.02,172.845,114.69,92.635,50.375,266.66,58.715,56.885,253.94,29.455,79.8,195.65,84.995,46.725,33.91,23.055,131.12,101.275,42.2,41.54,121.91,39.925,373.67,52.28,37.525,265.64,309.84,83.35,82.78,37.375,142.7,304.58,57.23,114.31,85.36,211.345,149.37,177.765,97.14,43.37,75.6,294.23
1586360075.780595,165.53,265.495,2023.245,1199.16,196.08,170.76,0,139.395,122.02,172.98,114.64,92.82,50.375,266.66,58.715,56.925,254.04,29.47,79.87,195.65,84.995,46.735,33.945,23.095,131.09,101.3,42.26,41.565,121.91,39.925,373.5,52.28,37.545,265.77,309.88,83.67,82.78,37.43,142.825,304.58,57.285,114.32,85.38,212.0,149.385,177.71,97.195,43.47,75.6,294.115
1586360135.991954,165.6,265.655,2023.33,1199.16,196.28,171.01,0,139.365,121.985,173.295,114.695,92.82,50.42,267.305,58.77,56.985,255.0,29.505,79.89,195.9,84.995,46.735,33.965,23.135,131.12,101.395,42.325,41.645,121.91,39.895,373.5,52.31,37.56,266.2,309.87,83.69,82.78,37.47,142.98,304.59,57.27,114.28,85.37,212.0,149.745,178.17,97.16,43.47,75.38,294.2
1586360196.205934,165.79,265.655,2023.33,1202.19,196.36,171.155,0,139.31,121.985,173.395,114.82,92.945,50.42,267.68,58.885,57.045,254.72,29.545,79.94,195.9,85.32,46.82,33.99,23.125,131.35,101.62,42.43,41.645,121.91,39.895,373.93,52.37,37.685,266.08,309.905,83.87,82.78,37.47,142.98,304.52,57.325,114.28,85.44,212.0,149.745,178.515,97.215,43.47,75.38,294.54
